oid,class
142201,CEP
142291,RR
142347,Mira
142569,RSCVN
142602,RR
142627,EA
142637,DSCT
142860,CEP
142896,SR
142902,DSCT
142990,BYDra
142998,SR
143081,DSCT
143086,SR
143121,CEP
143294,CEP
143295,RSCVN
143315,RSCVN
143366,EW
143395,RSCVN
143411,Mira
143482,CEP
143643,DSCT
143650,CEP
143671,CEP
143847,EW
143909,EA
143915,RSCVN
144005,RSCVN
144006,RSCVN
144030,RR
144147,RSCVN
144160,CEP
144176,CEP
144204,DSCT
144222,SR
144271,DSCT
144569,EA
144649,RR
144734,DSCT
144738,BYDra
144787,DSCT
144818,RSCVN
144819,BYDra
144890,EW
144978,EA
145040,RSCVN
145044,CEP
145349,EW
145678,CEP
145925,EW
145938,RSCVN
146079,BYDra
146135,CEP
146137,BYDra
146179,SR
146381,Mira
146646,BYDra
146695,RSCVN
146738,DSCT
146927,RSCVN
147187,RSCVN
147191,RSCVN
147347,Mira
147367,BYDra
147398,BYDra
147444,DSCT
147506,DSCT
147516,BYDra
147576,RSCVN
147582,RR
147690,RSCVN
147779,BYDra
147863,BYDra
148015,RSCVN
148188,EA
148258,EA
148328,DSCT
148384,SR
148447,RSCVN
148466,Mira
148488,BYDra
148496,BYDra
148515,DSCT
148732,CEP
148751,RSCVN
148799,BYDra
149005,BYDra
149013,DSCT
149033,BYDra
149113,RSCVN
149369,CEP
149413,EA
149676,DSCT
149685,Mira
149705,DSCT
149845,RSCVN
150151,CEP
150231,BYDra
150272,BYDra
150457,RSCVN
150604,RSCVN
150753,Mira
150754,CEP
150778,EW
150792,CEP
150802,BYDra
150820,BYDra
151050,DSCT
151089,RSCVN
151113,CEP
151165,EA
151299,RSCVN
151306,RSCVN
151324,Mira
151334,DSCT
151399,BYDra
151441,BYDra
151501,RSCVN
151632,RSCVN
151642,EA
151711,Mira
151902,RSCVN
151907,BYDra
151944,Mira
152079,EA
152267,CEP
152293,BYDra
152349,CEP
152366,BYDra
152400,BYDra
152463,DSCT
152519,Mira
152573,RSCVN
152622,RSCVN
152805,CEP
152821,SR
152872,RR
152969,EA
153062,RSCVN
153322,Mira
153342,DSCT
153435,SR
153505,EW
153512,BYDra
153690,EA
153707,DSCT
153759,RR
153767,RR
153771,DSCT
153792,BYDra
153971,Mira
154070,DSCT
154189,RR
154288,DSCT
154387,DSCT
154630,BYDra
154690,Mira
154728,EW
154738,RSCVN
154882,BYDra
154896,RR
155075,Mira
155132,CEP
155292,RR
155328,BYDra
155388,DSCT
156062,RSCVN
156174,CEP
156198,BYDra
156208,BYDra
156324,RSCVN
156374,DSCT
156391,EA
156608,CEP
156637,RSCVN
156685,RSCVN
156722,DSCT
156964,EA
156984,BYDra
156994,CEP
157021,RSCVN
157163,CEP
157168,Mira
157206,BYDra
157250,EW
157366,DSCT
157484,EW
157495,EW
157501,SR
157507,EW
157558,DSCT
157676,SR
157706,EW
157769,CEP
157832,CEP
157893,EW
157926,RSCVN
158020,EW
158270,CEP
158320,RSCVN
158356,CEP
158357,BYDra
158399,Mira
158439,DSCT
158574,BYDra
158590,BYDra
158619,CEP
158641,EA
158696,EW
158708,RSCVN
158780,DSCT
158828,DSCT
158995,RR
159019,RRc
159195,RSCVN
159300,EA
159410,SR
159440,CEP
159605,DSCT
159612,DSCT
159681,BYDra
159734,CEP
159754,BYDra
159929,RSCVN
159964,RSCVN
159969,RRc
160088,RSCVN
160175,CEP
160200,RSCVN
160369,BYDra
160376,BYDra
160483,BYDra
160742,RSCVN
160861,CEP
160885,RSCVN
160971,Mira
160973,CEP
161298,Mira
161365,DSCT
161406,Mira
161432,BYDra
161436,CEP
161508,CEP
161646,DSCT
161682,SR
161702,CEP
161811,EW
161955,EW
162022,EW
162040,RR
162089,EA
162126,EA
162230,EA
162241,DSCT
162331,EA
162355,CEP
162396,CEP
162405,DSCT
162430,Mira
162539,RR
162556,CEP
162634,EW
162766,BYDra
162799,CEP
162838,CEP
162872,EW
162980,CEP
163024,Mira
163073,DSCT
163099,EA
163287,BYDra
163367,DSCT
163392,EA
163553,DSCT
163573,BYDra
163616,CEP
163632,BYDra
163671,DSCT
163690,CEP
163774,EW
163836,DSCT
163924,BYDra
163990,CEP
164024,BYDra
164116,CEP
164235,EA
164273,CEP
164280,RSCVN
164332,CEP
164364,CEP
164573,RR
164575,RRc
164648,DSCT
164814,CEP
164849,EA
165161,CEP
165224,DSCT
165236,EA
165464,DSCT
165511,DSCT
165532,DSCT
165686,RRc
165842,Mira
165884,EW
165903,BYDra
165908,SR
165968,EW
166023,RR
166200,CEP
166432,DSCT
166510,Mira
166896,EA
166944,EA
166947,EW
167115,RRc
167128,EW
167145,DSCT
167217,RRc
167259,BYDra
167330,EA
167463,CEP
167486,DSCT
167543,DSCT
167607,EA
167647,RSCVN
167805,EW
167812,RR
167880,EW
168220,BYDra
168242,EA
168245,EA
168326,EW
168499,EW
168500,RSCVN
168546,CEP
168640,CEP
168751,CEP
168788,CEP
168829,CEP
168879,EW
168945,CEP
168951,BYDra
169063,DSCT
169199,RSCVN
169229,EW
169237,CEP
169288,EW
169314,SR
169324,CEP
169367,EA
169375,EA
169443,RRc
169515,EA
169622,RRc
169669,RSCVN
169670,CEP
169812,DSCT
169814,CEP
169973,RR
170067,EA
170241,EA
170253,CEP
170299,CEP
170316,CEP
170348,Mira
170358,RSCVN
170379,DSCT
170456,CEP
170460,CEP
170492,DSCT
170601,DSCT
170704,RRc
170708,EW
170741,EA
170833,EA
170844,SR
170859,Mira
170865,RSCVN
170905,DSCT
170947,EA
171040,BYDra
171041,EW
171110,EW
171190,EW
171305,CEP
171334,SR
171361,RRc
171362,EA
171407,BYDra
171414,CEP
171525,RRc
171540,CEP
171541,CEP
171724,EA
171814,CEP
171817,CEP
171822,CEP
171907,Mira
172026,EW
172096,DSCT
172159,BYDra
172183,EW
172201,RSCVN
172226,CEP
172259,EA
172295,EW
172345,EA
172357,DSCT
172429,SR
172519,CEP
172722,CEP
172801,EA
172877,EW
172899,CEP
173067,CEP
173144,DSCT
173165,EW
173215,RSCVN
173233,RRc
173237,RRc
173425,EA
173431,CEP
173473,SR
173550,DSCT
173555,RSCVN
173639,BYDra
173871,EW
173995,BYDra
174024,SR
174033,RSCVN
174062,RR
174067,EW
174087,CEP
174121,CEP
174133,BYDra
174141,RSCVN
174291,CEP
174337,CEP
174476,EW
174527,CEP
174605,DSCT
174729,CEP
174932,SR
175246,CEP
175428,EA
175578,RSCVN
175584,EW
175593,CEP
175671,CEP
175709,BYDra
175773,CEP
175953,SR
175986,EW
176046,DSCT
176075,BYDra
176103,BYDra
176135,RRc
176218,Mira
176252,EW
176433,CEP
176487,DSCT
176498,EW
176623,CEP
176724,DSCT
176745,EA
176749,EA
176860,CEP
176896,CEP
176918,RR
177058,EA
177072,RR
177094,CEP
177356,RSCVN
177390,DSCT
177392,SR
177470,Mira
177542,RR
177659,Mira
177666,EW
177673,RR
177805,SR
177828,CEP
177969,CEP
177993,EW
178077,Mira
178187,BYDra
178227,DSCT
178286,DSCT
178322,EW
178387,Mira
178397,EW
178440,DSCT
178453,RSCVN
178565,Mira
178690,EW
178692,Mira
178706,BYDra
178846,DSCT
178878,EW
178980,CEP
179246,RSCVN
179273,BYDra
179406,EA
179453,EW
179532,EW
179567,DSCT
179597,Mira
179649,EW
179716,BYDra
179777,RSCVN
179842,DSCT
180031,DSCT
180053,EW
180072,SR
180286,CEP
180537,RR
180613,RRc
180692,BYDra
180711,CEP
180793,DSCT
180802,CEP
180831,EW
181035,EW
181045,RSCVN
181088,RRc
181117,EW
181222,RR
181235,CEP
181254,EW
181669,SR
181873,CEP
182073,RRc
182109,EW
182175,RRc
182223,CEP
182378,CEP
182424,EA
182441,EW
182486,EA
182513,CEP
182515,RRc
182525,EW
182715,DSCT
182734,EW
183114,DSCT
183251,RR
183275,EA
183321,RRc
183382,RR
183481,DSCT
183518,RR
183537,BYDra
183588,RRc
183600,CEP
183685,RRc
183749,BYDra
183938,DSCT
183995,RRc
184005,RR
184006,CEP
184101,RRc
184106,RSCVN
184218,EW
184244,EW
184270,BYDra
184331,RR
184366,RR
184389,RRc
184502,DSCT
184581,EA
184620,EA
184682,CEP
184738,EW
184755,RSCVN
184758,DSCT
184850,SR
184972,EW
185240,RSCVN
185315,RR
185445,BYDra
185670,RRc
185847,EA
186006,RR
186032,EW
186168,RR
186327,RR
186346,RR
186411,EW
186514,RRc
186701,RRc
186731,RRc
186741,RR
186748,RR
187083,DSCT
187400,RR
187439,RR
187452,RRc
187486,DSCT
187511,EW
187553,RSCVN
187565,EW
187582,RR
187801,RR
187901,EW
187917,RRc
187973,RR
187989,DSCT
188001,RR
188088,RRc
188104,DSCT
188152,RRc
188176,RR
188191,RRc
188353,EW
188412,RRc
188468,RRc
188508,RRc
188524,RRc
188612,RRc
188674,RRc
188702,RR
188747,EW
188918,RRc
188972,RRc
188976,RRc
189034,RR
189064,RR
189081,RR
189102,RR
189150,RR
189161,RR
189191,DSCT
189234,RR
189265,RRc
189279,RR
189287,RRc
189306,RR
189313,DSCT
189333,DSCT
189361,RR
189447,EW
189464,BYDra
189534,BYDra
189650,RR
189687,DSCT
189736,RRc
189745,RR
189765,RR
189836,RR
189882,RR
189901,RR
189981,RRc
190002,RRc
190032,RRc
190041,RRc
190113,RRc
190134,RRc
190139,RRc
190176,RR
190274,RRc
190287,RRc
190333,RRc
190351,RRc
190367,RR
190492,RR
190526,RRc
190560,RR
190603,RR
190640,BYDra
190758,RR
190810,RR
190898,RR
190907,EW
190924,EW
190932,RR
190962,RR
190988,RR
191091,RRc
191120,EA
191142,DSCT
191162,RRc
191169,RRc
191222,RRc
191224,RRc
191264,RRc
191313,RRc
191319,RR
191410,RR
191467,RR
191541,RSCVN
191587,RR
191647,RR
191690,RRc
191697,RR
191718,RR
191764,BYDra
191802,DSCT
191809,RR
191817,RR
191844,Mira
191902,RR
192064,RR
192084,RR
192126,DSCT
192128,DSCT
192205,RRc
192237,RR
192286,RRc
192302,RR
192317,RR
192335,RR
192401,RRc
192420,RR
192429,BYDra
192451,BYDra
192478,RR
192494,DSCT
192546,BYDra
192550,RR
192566,RR
192659,RR
192661,RR
192666,DSCT
192711,RR
192713,RRc
192778,RR
192851,RRc
192887,RRc
192936,RR
192937,BYDra
192959,RR
192997,BYDra
193000,RR
193055,RRc
193069,RR
193119,BYDra
193121,RR
193134,RRc
193164,RR
193241,BYDra
193280,RRc
193343,RRc
193349,RR
193382,DSCT
193391,DSCT
193418,RR
193432,RRc
193485,DSCT
193495,DSCT
193499,RR
193520,RR
193534,RR
193541,RRc
193602,BYDra
193672,DSCT
193698,RRc
193709,RRc
193771,RRc
193806,DSCT
193931,RR
193945,RRc
193947,RR
193974,EA
193996,RRc
194066,EW
194073,EA
194106,EA
194115,RSCVN
194127,RR
194180,RR
194199,RRc
194228,RR
194253,RRc
194264,RRc
194305,RR
194317,RR
194412,RR
194441,RR
194445,RR
194451,DSCT
194526,RRc
194551,RRc
194552,RRc
194577,DSCT
194653,RRc
194667,RR
194695,RR
194711,RRc
194728,RR
194737,RR
194759,RR
194789,EW
194813,DSCT
194829,RR
194850,RRc
194853,BYDra
194888,RRc
194889,RR
194916,SR
194923,RRc
194928,RR
194931,RR
194933,RR
194957,RR
194961,RR
195029,RR
195039,SR
195053,RRc
195079,RRc
195083,RRc
195111,DSCT
195206,RR
195238,RRc
195245,RRc
195255,RRc
195260,RRc
195393,RRc
195400,RRc
195518,RR
195525,SR
195552,RR
195578,RR
195623,RR
195643,RR
195661,RRc
195663,RRc
195689,RR
195745,RR
195755,RRc
195768,BYDra
195773,RR
195809,RRc
195869,DSCT
195933,RR
195937,RR
195946,RR
196021,RRc
196035,SR
196064,EA
196101,EA
196106,RRc
196156,EA
196167,EA
196184,RRc
196196,RRc
196224,RR
196237,RR
196238,RRc
196242,RR
196292,DSCT
196295,RR
196319,RRc
196334,RR
196338,RR
196442,RR
196467,RR
196526,RRc
196527,RRc
196536,RRc
196599,RR
196633,EA
196641,RR
196663,RR
196688,RR
196734,RR
196785,RRc
196838,RR
196848,RR
196862,RRc
196881,DSCT
196903,RRc
196932,RRc
196982,RR
197032,DSCT
197089,RR
197111,BYDra
197115,RR
197139,RR
197174,RR
197196,RR
197214,RR
197285,RR
197291,RR
197307,RR
197331,RR
197483,BYDra
197507,RRc
197545,RRc
197564,RRc
197577,RR
197656,RR
197687,BYDra
197706,RRc
197710,RRc
197726,RRc
197785,RR
197825,RRc
197842,RR
197886,RRc
197888,RR
197949,RRc
198023,RR
198030,RRc
198037,RRc
198051,DSCT
198159,Mira
198193,RRc
198305,DSCT
198306,RR
198317,RR
198321,BYDra
198328,RSCVN
198391,RR
198406,DSCT
198413,RR
198455,RR
198506,DSCT
198551,RRc
198564,RRc
198577,RRc
198578,RR
198595,DSCT
198632,RR
198655,SR
198731,BYDra
198769,DSCT
198818,RRc
198860,RRc
198869,RRc
198943,RR
198955,DSCT
198966,RRc
199012,RRc
199013,RR
199016,RRc
199040,RR
199059,BYDra
199064,RRc
199107,RRc
199139,DSCT
199197,RR
199226,SR
199309,RR
199316,BYDra
199334,BYDra
199361,RR
199390,EA
199426,RR
199472,RR
199479,DSCT
199491,RR
199544,RRc
199556,RRc
199588,RR
199613,RRc
199620,RRc
199642,RRc
199673,RRc
199686,RRc
199764,RR
199872,RR
199906,RR
199943,RRc
199965,DSCT
199970,RRc
200017,DSCT
200097,RR
200118,RR
200124,RR
200137,BYDra
200147,RRc
200179,RR
200206,RRc
200256,RRc
200268,RR
200317,EA
200386,BYDra
200390,RRc
200417,RRc
200425,BYDra
200428,RRc
200490,RR
200620,DSCT
200625,RRc
200651,RRc
200665,RRc
200707,RR
200741,RRc
200752,RRc
200777,RRc
200788,RRc
200796,RRc
200815,DSCT
200828,RR
200871,RR
200879,RRc
200952,RR
200965,DSCT
201062,RR
201069,RR
201078,RR
201084,RRc
201118,RSCVN
201161,RRc
201281,RRc
201296,RR
201309,RR
201345,RRc
201363,EA
201370,RR
201457,DSCT
201471,RSCVN
201573,DSCT
201589,RRc
201595,RRc
201652,RR
201691,RRc
201745,RRc
201748,BYDra
201856,DSCT
201929,RR
201953,RRc
201955,RRc
201964,BYDra
201981,RRc
202060,RSCVN
202080,RR
202090,DSCT
202150,RRc
202207,RRc
202230,RR
202231,RR
202284,RRc
202367,RRc
202382,DSCT
202413,BYDra
202442,RR
202461,RRc
202487,RRc
202502,RR
202534,RRc
202552,DSCT
202611,RRc
202617,RRc
202641,RRc
202697,DSCT
202786,RR
202802,DSCT
202809,RR
202880,SR
202947,RR
202973,EW
202985,RRc
202993,DSCT
203027,RSCVN
203083,BYDra
203086,RRc
203162,RR
203181,RR
203198,RR
203205,RR
203237,RR
203276,RRc
203299,RRc
203336,BYDra
203343,RR
203361,RR
203365,RRc
203382,RR
203397,BYDra
203454,DSCT
203464,RR
203495,RRc
203521,RRc
203540,RRc
203541,BYDra
203603,RRc
203674,RRc
203691,RR
203699,RR
203703,RRc
203716,EA
203729,RR
203749,RRc
203751,EW
203786,DSCT
203793,RR
203848,EW
203980,DSCT
204030,RR
204093,RR
204101,RRc
204103,RR
204116,BYDra
204126,RR
204132,DSCT
204148,Mira
204200,EW
204261,RR
204280,RR
204324,RRc
204347,DSCT
204358,DSCT
204389,RSCVN
204421,Mira
204432,RR
204460,RR
204461,RR
204508,RR
204516,RR
204538,RRc
204576,RRc
204609,RR
204637,RR
204664,RR
204696,RRc
204710,RR
204746,RRc
204769,RRc
204785,RR
204911,RRc
204935,RSCVN
204939,RR
205099,RRc
205167,EW
205170,RRc
205173,BYDra
205203,RRc
205308,RR
205330,RRc
205334,EW
205401,RRc
205441,RRc
205548,RR
205623,DSCT
205636,RR
205678,RRc
205736,RRc
205758,DSCT
205763,EW
205838,RR
205884,RR
205899,RR
205927,RR
205942,RRc
205947,RSCVN
205953,DSCT
205998,RR
206037,RR
206105,RRc
206111,RRc
206128,DSCT
206147,RRc
206167,RR
206193,RR
206291,RRc
206295,RR
206328,RRc
206329,RRc
206379,RR
206381,RSCVN
206394,RRc
206408,EW
206410,RRc
206433,RRc
206510,RRc
206522,DSCT
206580,RR
206596,EA
206619,RR
206680,RRc
206686,BYDra
206702,EW
206752,DSCT
206786,RR
206824,RSCVN
206883,RR
206916,RRc
206995,DSCT
207002,RRc
207058,RRc
207099,RR
207134,RR
207149,RRc
207175,RR
207209,RRc
207306,RR
207310,DSCT
207338,RRc
207393,DSCT
207412,DSCT
207420,RR
207463,DSCT
207489,RR
207494,RRc
207534,RRc
207571,RRc
207695,RRc
207696,DSCT
207697,RR
207740,DSCT
207782,RRc
207824,RRc
207862,SR
207863,RR
207877,BYDra
207907,RR
207919,RR
207943,RRc
207952,RRc
208010,RR
208094,RR
208122,DSCT
208134,RR
208154,RRc
208160,RRc
208182,RR
208201,RR
208212,RRc
208225,RR
208229,RRc
208264,DSCT
208277,DSCT
208315,BYDra
208464,RR
208510,BYDra
208551,DSCT
208569,RSCVN
208607,BYDra
208612,RR
208619,RRc
208649,RR
208760,RRc
208777,RRc
208834,EW
208848,RR
208871,RR
208932,RR
208959,RRc
208969,EW
208989,RR
208992,RR
208996,RRc
209070,RRc
209090,RRc
209094,RRc
209137,RRc
209138,Mira
209146,RRc
209159,BYDra
209170,RSCVN
209191,RR
209215,DSCT
209262,EW
209278,RR
209290,RRc
209365,RSCVN
209416,EW
209465,RR
209544,BYDra
209572,RRc
209597,EW
209606,RR
209658,RRc
209673,RRc
209867,RR
209881,RRc
209895,SR
209898,SR
209899,RR
209904,RRc
209912,RRc
209922,RRc
209982,RR
209990,RSCVN
210048,RR
210053,RR
210061,RR
210138,RR
210148,EW
210198,RR
210207,RRc
210209,RR
210303,EW
210324,RRc
210347,EA
210385,RRc
210395,RR
210422,RR
210540,RR
210547,BYDra
210694,DSCT
210751,RR
210752,RRc
210755,EW
210833,RRc
210885,DSCT
210890,RR
210911,DSCT
210960,RRc
211039,RR
211081,EW
211110,RR
211124,RRc
211224,RRc
211251,RR
211263,RR
211274,RR
211333,RR
211358,RR
211400,RR
211401,RRc
211421,RR
211446,DSCT
211459,RRc
211517,RRc
211584,RRc
211592,EW
211618,DSCT
211626,RR
211634,RR
211804,RR
211832,EW
211905,RR
212054,RRc
212160,RRc
212161,RRc
212218,RRc
212293,RRc
212323,RR
212344,RRc
212385,RR
212396,BYDra
212478,RRc
212481,RRc
212487,RR
212509,RRc
212698,RR
212703,DSCT
212730,RRc
212778,EW
212902,RRc
212967,RRc
212995,RR
213055,RR
213101,RR
213102,RSCVN
213109,RRc
213134,RR
213141,RRc
213190,RR
213299,RRc
213363,RRc
213393,RRc
213429,RRc
213432,RR
213450,RRc
213515,RR
213529,DSCT
213560,RR
213620,RR
213657,DSCT
213663,RSCVN
213713,DSCT
213793,RR
213798,RRc
213819,RR
213894,RRc
213938,RRc
214026,RRc
214043,DSCT
214063,RRc
214104,RRc
214113,DSCT
214116,RRc
214164,RRc
214200,Mira
214205,RR
214268,DSCT
214335,EW
214463,RRc
214481,BYDra
214489,RR
214494,DSCT
214495,RRc
214497,EW
214503,RR
214509,RRc
214519,EA
214539,RR
214657,BYDra
214659,RR
214675,DSCT
214686,RRc
214690,RRc
214726,RRc
214779,RR
214866,RRc
214901,DSCT
214963,EW
214973,BYDra
215009,DSCT
215096,RRc
215117,BYDra
215161,BYDra
215163,RSCVN
215171,RR
215176,EW
215187,RR
215221,RR
215255,RR
215271,EA
215282,RR
215337,RRc
215339,RSCVN
215352,RR
215370,RR
215376,BYDra
215464,RR
215512,RR
215587,RR
215620,RRc
215740,RRc
215762,RRc
215822,RR
215896,RR
215964,RRc
216075,BYDra
216172,RRc
216222,RR
216299,RRc
216341,RR
216370,RRc
216372,RR
216427,DSCT
216521,BYDra
216550,Mira
216568,RRc
216625,RRc
216636,RSCVN
216675,RR
216717,SR
216743,RR
216876,DSCT
217093,RR
217120,RRc
217136,Mira
217262,RR
217323,RR
217380,RRc
217415,RR
217429,RRc
217459,RRc
217476,RSCVN
217513,RRc
217529,DSCT
217552,RRc
217573,RRc
217597,Mira
217598,RR
217713,RRc
217749,CEP
217759,BYDra
217820,DSCT
217826,RR
217861,EA
217877,RRc
217908,RRc
218030,DSCT
218043,RR
218047,RR
218160,EA
218197,DSCT
218203,RR
218251,RRc
218361,BYDra
218382,RR
218421,DSCT
218486,RRc
218522,EA
218575,RR
218612,RR
218700,RRc
218741,DSCT
218762,RRc
218770,BYDra
218809,RR
218814,RRc
218867,EA
218884,RR
218924,RR
218956,RRc
218963,EA
218964,EW
218968,DSCT
218977,EW
219008,RR
219061,Mira
219069,RRc
219109,RR
219124,RRc
219179,RSCVN
219279,RR
219294,RR
219308,RR
219338,RSCVN
219440,RRc
219470,RR
219512,RRc
219543,DSCT
219567,RRc
219616,RR
219650,RRc
219656,RRc
219689,BYDra
219711,BYDra
219727,RRc
219768,RR
219797,RRc
219810,RR
219869,DSCT
219874,BYDra
219898,RR
219973,RR
220019,RR
220066,RRc
220111,RR
220122,EW
220129,RRc
220149,RR
220209,EW
220246,RRc
220251,RRc
220276,RRc
220308,RR
220312,RR
220367,RR
220478,DSCT
220499,EA
220564,RR
220581,RR
220618,RRc
220623,Mira
220706,RR
220756,BYDra
220789,RR
220907,RRc
221033,DSCT
221072,DSCT
221074,RR
221076,RRc
221098,EW
221186,DSCT
221234,EW
221249,RRc
221260,RR
221279,RR
221288,SR
221395,RR
221437,DSCT
221458,DSCT
221522,EW
221526,DSCT
221572,RRc
221577,RRc
221611,RRc
221649,RR
221741,RRc
221743,RRc
221747,Mira
221882,RRc
221919,BYDra
222021,BYDra
222043,RR
222058,BYDra
222066,EW
222103,RR
222105,RR
222108,RR
222142,Mira
222179,DSCT
222188,RSCVN
222197,RRc
222233,BYDra
222265,BYDra
222280,RR
222289,RRc
222402,RR
222407,EW
222419,RRc
222436,RR
222452,RRc
222457,RRc
222460,RR
222480,RSCVN
222501,RRc
222540,BYDra
222554,RRc
222575,RSCVN
222618,DSCT
222633,RR
222650,RR
222699,RR
222745,RRc
222779,RR
222793,RSCVN
222894,Mira
222895,RRc
222922,RR
223056,RRc
223093,RR
223102,RR
223115,RRc
223166,BYDra
223265,RRc
223332,BYDra
223341,RR
223360,RR
223409,DSCT
223529,RSCVN
223547,RR
223606,RSCVN
223613,RR
223657,RR
223678,DSCT
223686,RRc
223721,RRc
223731,RR
223743,DSCT
223806,RRc
223808,DSCT
223829,RR
223885,RRc
223904,EW
223926,RRc
223934,BYDra
223967,RR
223977,RRc
223982,DSCT
223988,RRc
224035,DSCT
224083,EA
224158,SR
224163,BYDra
224176,BYDra
224190,RRc
224207,RRc
224211,EW
224229,RRc
224232,DSCT
224270,DSCT
224292,RR
224337,RR
224353,BYDra
224439,RR
224445,RR
224449,RRc
224450,RRc
224527,RR
224561,DSCT
224564,BYDra
224566,RSCVN
224568,RRc
224644,RR
224649,RRc
224701,BYDra
224708,RRc
224772,RRc
224795,RR
224807,BYDra
224810,DSCT
224818,RSCVN
224822,RRc
224948,RRc
224989,RR
225013,RRc
225044,RRc
225090,RRc
225137,RR
225318,RRc
225369,Mira
225390,DSCT
225392,DSCT
225398,RRc
225474,DSCT
225488,RR
225506,RRc
225587,RRc
225589,RR
225616,RSCVN
225634,RR
225669,RRc
225735,EW
225736,RR
225743,EW
225811,RRc
225973,Mira
225974,RR
226096,RRc
226138,RRc
226160,DSCT
226209,RR
226219,RR
226250,RR
226259,RRc
226266,RRc
226276,DSCT
226304,RRc
226312,RR
226341,RR
226404,RR
226477,RRc
226526,BYDra
226553,DSCT
226589,RR
226594,DSCT
226620,RRc
226641,EA
226700,RR
226753,RR
226757,EA
226763,RRc
226768,RSCVN
226779,RRc
226870,RRc
226895,RRc
226902,DSCT
226935,RR
226955,RR
227004,DSCT
227013,RRc
227040,RR
227073,CEP
227141,RRc
227150,SR
227164,RR
227186,RR
227245,EW
227266,EA
227305,DSCT
227432,RR
227442,RRc
227469,RR
227495,RRc
227514,RSCVN
227597,DSCT
227605,RRc
227615,DSCT
227639,RR
227675,RRc
227722,RR
227787,DSCT
227833,RR
227884,RRc
227946,SR
227952,RRc
228036,RRc
228074,DSCT
228075,RRc
228150,DSCT
228153,RR
228170,RR
228189,RSCVN
228192,RRc
228195,EW
228204,RRc
228277,DSCT
228282,RR
228290,RSCVN
228319,RRc
228382,RR
228384,SR
228387,RRc
228404,RR
228430,RRc
228435,RRc
228482,RRc
228487,RRc
228491,RR
228492,RR
228551,RRc
228595,DSCT
228604,BYDra
228612,EW
228680,BYDra
228722,RRc
228744,RRc
228841,DSCT
228844,EW
228861,RRc
228984,RR
229017,RR
229062,RRc
229151,RRc
229207,BYDra
229261,RRc
229284,BYDra
229323,RRc
229335,EW
229365,RR
229468,RR
229496,RR
229517,RRc
229559,EW
229565,RR
229607,RR
229823,EW
229966,RSCVN
229970,BYDra
229991,EA
230077,DSCT
230106,Mira
230132,RR
230136,EW
230172,EW
230184,RR
230448,RRc
230525,RRc
230546,BYDra
230607,RR
230617,BYDra
230633,EW
230634,BYDra
230651,RRc
230776,EA
230806,RRc
230924,RR
230940,DSCT
230974,Mira
231032,RR
231080,BYDra
231101,RRc
231104,RRc
231112,RRc
231113,EW
231168,BYDra
231220,EW
231273,BYDra
231287,RR
231338,RRc
231450,BYDra
231453,RR
231468,BYDra
231509,RRc
231575,RRc
231577,RRc
231683,RR
231688,SR
231741,Mira
231807,SR
231901,RRc
231910,Mira
231933,BYDra
231962,Mira
231977,BYDra
232035,Mira
232092,RR
232097,DSCT
232115,BYDra
232171,RRc
232193,BYDra
232328,SR
232397,RRc
232401,RRc
232432,Mira
232496,RRc
232507,RRc
232522,EW
232537,BYDra
232565,RR
232614,RRc
232651,RRc
232659,RR
232685,SR
232707,DSCT
232879,RRc
232932,SR
232945,DSCT
232958,RR
232973,DSCT
233030,Mira
233056,EW
233183,RSCVN
233224,DSCT
233271,BYDra
233281,BYDra
233291,RRc
233337,RRc
233390,SR
233426,RRc
233484,RRc
233509,RR
233598,RRc
233657,BYDra
233678,RR
233739,RSCVN
233766,EA
233795,RR
233861,RR
233879,RR
233969,RRc
233980,RR
233985,RR
234025,RSCVN
234064,RR
234106,BYDra
234187,DSCT
234191,EA
234212,DSCT
234227,RRc
234239,EA
234288,RRc
234361,RRc
234370,BYDra
234497,RR
234528,RR
234598,RR
234613,RRc
234696,RR
234797,RRc
234808,RRc
234815,RRc
234822,RRc
234899,RR
234902,EW
234919,RR
234931,BYDra
235023,RR
235056,RR
235115,RRc
235178,BYDra
235221,RR
235332,EW
235352,BYDra
235356,RRc
235446,BYDra
235469,RR
235482,RRc
235547,RRc
235556,BYDra
235644,RR
235695,RR
235697,RR
235699,RR
235797,RRc
235811,RRc
235913,BYDra
235921,RSCVN
235922,RRc
235944,RR
236032,RR
236067,RR
236074,RRc
236082,RRc
236084,DSCT
236129,DSCT
236148,BYDra
236150,RR
236190,RR
236254,RR
236331,RRc
236422,BYDra
236462,RR
236465,DSCT
236470,BYDra
236537,RRc
236591,RRc
236612,BYDra
236698,RRc
236714,SR
236784,RRc
236798,RR
236866,RRc
236873,RR
236875,RR
236877,BYDra
236954,DSCT
236995,RRc
237034,RRc
237035,RSCVN
237147,DSCT
237215,RRc
237233,RR
237268,RRc
237312,RRc
237320,RRc
237382,RR
237410,RRc
237449,BYDra
237460,BYDra
237543,RR
237591,RRc
237623,RR
237697,DSCT
237722,EW
237928,RR
237990,DSCT
237992,RR
238008,RRc
238136,RRc
238139,RRc
238160,Mira
238221,RRc
238272,EA
238293,RR
238305,RRc
238320,RRc
238327,RSCVN
238333,RR
238392,RR
238444,RR
238487,RRc
238505,RR
238568,BYDra
238573,RR
238662,RR
238665,RRc
238687,RR
238804,RR
238809,RRc
