oid,class
34381,RR
5396,RSCVN
63324,RRc
357622,CEP
2287,BYDra
157769,CEP
11091,RR
578,BYDra
47112,Mira
34789,RRc
4746,RSCVN
116631,Mira
71144,RRc
5233,BYDra
390185,CEP
568,BYDra
3535,EA
455909,CEP
289126,CEP
11337,EA
75647,Mira
388240,CEP
32167,RR
14160,DSCT
2924,EA
3032,EA
15044,DSCT
12294,DSCT
33251,CEP
4838,BYDra
426,EA
96717,Mira
3073,RSCVN
56787,RRc
30225,RRc
486441,CEP
3183,RSCVN
30725,Mira
8320,SR
2230,BYDra
9015,SR
347097,CEP
16604,RR
824,EW
602159,CEP
4582,RSCVN
6501,SR
11573,EA
3351,RRc
81156,RRc
10754,EA
1775,EW
2322,EW
141230,Mira
5489,RSCVN
1828,RSCVN
94891,RRc
3933,EA
9265,SR
3653,RSCVN
912,EA
6122,RSCVN
1298,EW
1315,EA
14639,Mira
15358,Mira
244,RRc
103004,Mira
70156,Mira
83,EW
19270,DSCT
563306,CEP
389717,CEP
2575,RSCVN
1902,EW
4131,BYDra
4807,BYDra
946,SR
631151,CEP
2011,BYDra
445,EW
3339,BYDra
3228,BYDra
733,RSCVN
13701,RRc
347,SR
473304,CEP
2101,EW
84523,Mira
599768,CEP
145427,Mira
93203,RRc
23197,Mira
308,EW
5782,SR
518257,CEP
17925,RR
4531,BYDra
246,EA
7085,SR
13539,RR
1111,BYDra
23485,DSCT
100391,RRc
15292,RRc
4064,DSCT
5484,SR
3177,BYDra
16163,RR
1604,RSCVN
6016,RSCVN
10405,SR
3897,EA
2162,BYDra
2086,EW
3677,BYDra
4619,RSCVN
166285,Mira
16918,CEP
503183,CEP
5472,SR
8576,EA
479,BYDra
5094,BYDra
2279,EW
112010,Mira
2333,EW
1109,EW
6922,RR
4248,RSCVN
1912,BYDra
2051,RSCVN
39310,Mira
2335,RR
10295,EA
5585,RSCVN
63290,Mira
542282,CEP
2554,RSCVN
5749,RSCVN
10824,SR
6065,SR
17875,DSCT
80221,Mira
61609,RRc
15031,DSCT
1120,BYDra
13467,DSCT
25763,DSCT
6248,RSCVN
169237,CEP
1003,RSCVN
15545,CEP
2683,DSCT
2058,RSCVN
605147,CEP
151955,Mira
108045,Mira
63189,RRc
1812,RR
392,EW
23554,DSCT
539275,CEP
132404,Mira
62097,RRc
6011,RSCVN
3379,BYDra
17723,RR
75254,CEP
325307,CEP
76741,Mira
3650,RRc
6367,SR
32810,RR
5209,BYDra
69799,Mira
31793,RR
2193,EW
620168,CEP
5235,SR
48923,RRc
5034,RSCVN
32112,CEP
3156,RRc
224,BYDra
113256,Mira
56835,Mira
4642,BYDra
2869,RSCVN
12721,Mira
1435,BYDra
129057,Mira
14852,RR
24022,RRc
953,RR
113017,Mira
6138,RRc
6263,SR
18436,RR
681,EW
152287,Mira
1016,BYDra
24269,DSCT
12919,RR
3701,RSCVN
3482,BYDra
99498,RRc
3721,EA
1696,RSCVN
13126,DSCT
520730,CEP
17824,RRc
107894,Mira
392526,CEP
24178,DSCT
275,BYDra
156994,CEP
1881,EW
13664,DSCT
2633,RRc
2117,EW
105501,Mira
8873,DSCT
11285,EA
2153,EW
11588,EA
356,BYDra
4332,RSCVN
27511,Mira
3024,EA
1076,RSCVN
31007,DSCT
6247,EA
157163,CEP
6961,SR
2336,SR
4529,BYDra
741,SR
11746,DSCT
750,EA
1241,RSCVN
19913,RRc
26939,DSCT
90350,Mira
6920,SR
1165,EW
1473,RSCVN
2750,Mira
18593,RR
9376,RRc
1811,BYDra
871,EA
4021,BYDra
801,RSCVN
3389,RSCVN
1639,DSCT
2293,RSCVN
4987,SR
248716,CEP
2037,SR
29816,RR
7127,EA
2827,EA
3114,SR
3780,BYDra
103508,Mira
4035,SR
160606,Mira
33419,DSCT
1621,RR
18125,RR
5910,EA
4266,SR
588943,CEP
118493,Mira
3723,BYDra
424,RSCVN
5901,RSCVN
6652,EA
37867,DSCT
7137,RRc
4459,BYDra
8617,EA
12954,DSCT
15723,DSCT
8744,RR
785,BYDra
325787,CEP
97173,Mira
9818,EA
1200,EW
107572,Mira
1023,RSCVN
2536,BYDra
5906,RSCVN
892,EA
7,EW
5236,RSCVN
2094,BYDra
1467,EW
42217,Mira
2020,EW
19757,DSCT
86694,RRc
29571,DSCT
1810,BYDra
4106,RSCVN
10847,EA
2326,EW
29274,RR
6088,RSCVN
7972,SR
3428,BYDra
6747,EA
13906,DSCT
30962,DSCT
14573,RRc
104878,RRc
18654,RR
1854,EA
4177,RSCVN
34001,DSCT
10181,RR
62191,RRc
5477,RR
21813,RRc
2103,EW
10494,DSCT
6078,DSCT
22065,RR
1416,BYDra
71,RSCVN
172519,CEP
473410,CEP
7743,SR
4171,RSCVN
473,RSCVN
25848,RR
1287,EW
143745,Mira
2594,BYDra
151324,Mira
2906,RSCVN
5931,SR
10730,SR
96921,CEP
156608,CEP
64091,Mira
4198,BYDra
388,BYDra
1959,EW
10332,EA
2302,EA
2026,EW
103167,CEP
9872,SR
82520,RRc
4585,SR
30269,RR
7036,EA
1601,EW
6445,EA
97906,CEP
378723,CEP
28928,Mira
2414,BYDra
239,SR
86437,RRc
12382,EA
89912,RRc
477690,CEP
3896,BYDra
4923,SR
10557,SR
8848,SR
6416,SR
5226,RR
8322,RR
16069,DSCT
4055,EA
5338,SR
869,EW
4496,BYDra
143002,Mira
4714,RSCVN
587949,CEP
2182,EA
4567,DSCT
9444,EA
22705,RR
27088,RR
1397,SR
4485,EA
12314,EA
5283,RSCVN
2772,RSCVN
4338,BYDra
39696,RRc
83889,CEP
469422,CEP
7857,EA
6413,RR
4717,BYDra
10400,RR
31152,RRc
1048,EW
743,EW
1047,RR
1445,EW
8799,RR
23769,RR
266,EW
515577,CEP
147694,Mira
83545,RRc
593,EA
8580,RR
342,BYDra
7554,EA
1612,RSCVN
4967,RR
74257,Mira
9218,EA
922,EW
29565,Mira
1809,DSCT
1632,BYDra
27241,DSCT
1556,RSCVN
50032,RRc
6081,EA
1311,EW
160971,Mira
2305,EA
23866,Mira
38700,DSCT
6134,RR
14795,DSCT
73031,RRc
47010,CEP
28615,DSCT
445737,CEP
5482,RSCVN
931,EW
51331,RRc
89928,RRc
1290,SR
2264,SR
6386,EA
12910,RRc
33865,RR
783,EW
23737,DSCT
802,EW
68721,Mira
35323,DSCT
6905,EA
34699,RR
87960,Mira
2341,SR
9513,EA
23348,RRc
61739,RRc
3748,BYDra
1300,RSCVN
93461,Mira
1377,EW
174178,Mira
2050,BYDra
18153,RR
55356,RRc
2427,SR
47431,RRc
9227,EA
10116,DSCT
1543,EW
589,BYDra
1250,BYDra
75073,RRc
27315,DSCT
3939,RSCVN
2098,EA
28439,Mira
158,BYDra
3615,RR
33831,RR
377,RSCVN
7443,Mira
11031,SR
117015,Mira
1603,RSCVN
156,EW
68736,Mira
2237,RSCVN
128019,Mira
9497,DSCT
4384,BYDra
271,EW
6385,RSCVN
755,RSCVN
532433,CEP
438,BYDra
6537,EA
11138,EA
9713,SR
1272,BYDra
173317,Mira
1101,EA
53178,RRc
1698,RR
84280,CEP
876,BYDra
494,EW
21618,RRc
1312,SR
53587,CEP
12367,EA
1677,RSCVN
3312,RSCVN
159486,Mira
574,BYDra
108084,Mira
3573,EA
1472,EW
4051,RSCVN
143671,CEP
15020,DSCT
12673,EA
18991,RRc
67976,RRc
54053,RRc
9737,SR
11675,DSCT
6380,EA
6966,EA
164178,Mira
7511,SR
5251,RSCVN
1452,EW
1116,BYDra
1864,SR
3492,EA
88999,RRc
65258,Mira
1453,SR
21879,RR
76780,RRc
5073,RSCVN
88713,RRc
1953,EW
171305,CEP
971,RSCVN
98467,RRc
89203,Mira
4497,EA
7336,DSCT
5650,RRc
29655,RR
4818,DSCT
34093,DSCT
4457,RSCVN
5106,BYDra
73162,Mira
81216,Mira
17880,DSCT
5100,BYDra
10429,RR
4676,BYDra
73057,RRc
1716,EW
3819,EA
10030,SR
2511,RSCVN
33018,RR
4968,BYDra
5207,RSCVN
18970,CEP
4327,RSCVN
520475,CEP
26315,RRc
701,BYDra
9089,EA
1505,EW
2187,BYDra
596,BYDra
607,DSCT
8808,EA
129014,Mira
23610,DSCT
8314,SR
9589,SR
23524,RR
27332,RR
5540,SR
267,RR
4209,BYDra
37285,CEP
9788,SR
1963,EW
389,SR
20,EW
939,SR
1501,EW
2579,SR
96971,Mira
63748,RRc
1536,EW
274,EW
2920,DSCT
9833,SR
3590,EA
7835,RRc
3208,Mira
60382,RRc
1020,EW
2703,EA
31926,DSCT
96492,Mira
521,BYDra
28005,DSCT
1860,BYDra
1000,BYDra
942,EA
227,BYDra
2664,SR
13987,RR
9187,EA
16883,RRc
5248,RSCVN
61475,RRc
11525,RR
1044,BYDra
105436,RRc
4077,BYDra
2171,EW
135699,Mira
172993,Mira
2898,RSCVN
27159,DSCT
23235,DSCT
453827,CEP
59996,RRc
26033,DSCT
4012,EA
103473,RRc
2317,BYDra
134200,Mira
49956,Mira
4718,RSCVN
12856,EA
12769,EA
23072,RR
5499,RSCVN
677,SR
75,RSCVN
142262,Mira
8410,SR
105,BYDra
879,BYDra
17895,RR
61046,RRc
3279,BYDra
633,BYDra
10488,RR
278,BYDra
7598,EA
3975,BYDra
2830,SR
166200,CEP
5874,RSCVN
8569,EA
11447,EA
10905,DSCT
452,EW
12103,EA
4366,RSCVN
23110,RRc
1484,RSCVN
162430,Mira
79563,Mira
1523,EA
12970,RR
25861,RR
20283,RRc
6510,RR
552232,CEP
52615,RRc
5404,RSCVN
2061,EW
4853,EA
15236,RR
4849,BYDra
5796,RSCVN
289291,CEP
7160,SR
47591,CEP
7861,SR
3861,RSCVN
28542,DSCT
28662,RRc
12714,RR
2475,SR
28402,RRc
1096,EW
2955,BYDra
145773,Mira
20599,CEP
6889,SR
3514,SR
26962,RR
11448,RR
3855,SR
7681,SR
606,EW
4460,EA
9624,CEP
74296,CEP
3900,SR
103,EW
1901,EW
87211,Mira
973,DSCT
1651,EW
3031,Mira
32767,RR
5588,RSCVN
18121,RR
1689,RSCVN
6692,RR
60461,Mira
4980,BYDra
2112,SR
20361,RR
1767,EW
9597,EA
2847,RSCVN
38112,Mira
106411,Mira
6715,SR
8822,EA
177470,Mira
3332,BYDra
3017,SR
2442,EW
9157,EA
3772,RSCVN
2304,SR
58793,RRc
4001,RSCVN
1567,RSCVN
1010,RSCVN
10308,EA
386225,CEP
15136,RRc
527905,CEP
25487,RR
37977,RRc
553545,CEP
6921,SR
102167,RRc
517563,CEP
5116,BYDra
2508,EW
71148,RRc
66399,Mira
1486,BYDra
1988,RSCVN
2656,RSCVN
39974,Mira
5288,EA
35021,RRc
28339,RRc
1049,DSCT
6640,EA
3366,EA
32937,RR
95,SR
1335,RSCVN
6698,SR
592272,CEP
75121,Mira
2555,RSCVN
5871,CEP
898,EA
578925,CEP
2130,BYDra
440611,CEP
2091,RSCVN
2666,RSCVN
26372,RRc
566402,CEP
46548,Mira
34736,RRc
8102,SR
705,EW
439403,CEP
2223,RSCVN
6523,DSCT
2428,BYDra
6678,EA
88937,Mira
6317,RSCVN
3074,RSCVN
1555,EW
1243,EA
26309,DSCT
51690,Mira
4867,BYDra
153816,Mira
10541,EA
4489,BYDra
5349,BYDra
19193,Mira
3480,RRc
13382,RR
138675,Mira
415931,CEP
4715,BYDra
19894,DSCT
115732,Mira
56439,RRc
370,BYDra
18036,RR
106222,RRc
3623,EA
9610,SR
112751,Mira
168640,CEP
2435,EW
10334,EA
1687,RR
5125,BYDra
37050,DSCT
19357,RR
16702,DSCT
4512,BYDra
1428,EW
1463,BYDra
1097,EW
24721,RR
546544,CEP
100,RR
2413,EW
3714,BYDra
15772,DSCT
2791,RSCVN
346017,CEP
3501,RR
3704,RSCVN
76732,RRc
576001,CEP
1404,EW
880,EW
6847,SR
33814,RR
354210,CEP
24119,DSCT
1059,BYDra
3396,RSCVN
30588,RR
270,RSCVN
4735,BYDra
15178,RR
11099,SR
1506,EW
87469,Mira
1997,BYDra
10961,SR
3344,SR
2366,DSCT
1387,EW
23577,RR
8328,DSCT
558050,CEP
723,RSCVN
517221,CEP
32145,RRc
38644,DSCT
2195,RSCVN
3732,SR
1360,RRc
20923,DSCT
32637,Mira
5267,RR
70271,RRc
91548,RRc
3846,BYDra
23728,RR
107031,RRc
93091,Mira
3254,RSCVN
36643,DSCT
6101,RSCVN
3194,BYDra
12298,EA
133595,Mira
2818,RSCVN
14069,RRc
2252,EW
1703,EW
9533,DSCT
23163,RR
6751,DSCT
12337,EA
867,RSCVN
2480,EW
9375,SR
1611,BYDra
7787,EA
59698,Mira
485,EA
12398,EA
15381,RRc
22499,RR
7370,SR
683,EW
6893,SR
26451,DSCT
15890,DSCT
4355,RSCVN
265,BYDra
2188,EW
6021,RSCVN
421,BYDra
158710,Mira
2559,BYDra
405,EW
2151,RSCVN
1658,BYDra
38944,DSCT
2871,BYDra
576511,CEP
540766,CEP
32670,Mira
5255,RR
97373,RRc
6819,DSCT
5054,SR
805,BYDra
24109,DSCT
5121,RSCVN
36868,DSCT
23903,DSCT
3805,RSCVN
77019,RRc
1433,EW
1388,BYDra
21562,DSCT
10095,SR
438766,CEP
1371,RSCVN
947,EA
38243,DSCT
2000,BYDra
24915,DSCT
321,EW
1129,EA
7590,DSCT
569887,CEP
28982,DSCT
3364,BYDra
2644,RSCVN
2498,RSCVN
177355,Mira
61029,RRc
9101,DSCT
480838,CEP
31798,DSCT
4854,RSCVN
126,BYDra
82072,CEP
1950,SR
2518,RSCVN
11631,EA
6688,SR
11357,EA
3892,DSCT
22567,RR
1090,RSCVN
33136,RR
1081,RSCVN
748,BYDra
27023,RR
60416,Mira
9393,SR
689,DSCT
2568,EA
147701,Mira
669,BYDra
26602,RR
7469,EA
176999,Mira
145245,Mira
5151,RR
1958,EW
8664,SR
1125,EW
74360,CEP
451052,CEP
329,EW
600625,CEP
3462,SR
1871,EW
496224,CEP
4861,RSCVN
1538,EW
6159,RRc
30797,DSCT
30309,Mira
7609,SR
294053,CEP
7291,RRc
455950,CEP
6709,EA
5450,EA
8721,DSCT
164364,CEP
9776,SR
6227,RSCVN
98095,RRc
4902,DSCT
2074,BYDra
92567,Mira
26203,RR
3338,RSCVN
16774,DSCT
544,SR
2059,BYDra
4145,RSCVN
18401,RRc
4432,RR
43590,RRc
114512,Mira
26298,RR
5433,SR
13105,DSCT
30063,RR
7671,SR
1128,EW
1022,BYDra
68763,Mira
4308,BYDra
908,RSCVN
920,EW
53013,RRc
6916,EA
5500,EA
77599,RRc
483639,CEP
81311,Mira
1366,EW
6232,DSCT
7745,Mira
15626,RR
481179,CEP
1373,BYDra
45939,RRc
511526,CEP
123906,Mira
32855,DSCT
10875,EA
2274,EW
2453,BYDra
6237,RSCVN
811,EW
24972,DSCT
4915,RSCVN
1920,BYDra
184006,CEP
3413,BYDra
2806,BYDra
3787,RR
8790,SR
6161,SR
68568,RRc
14122,DSCT
31124,RRc
13576,DSCT
3622,SR
1381,EW
100064,Mira
1149,EW
940,RSCVN
34180,RRc
4738,BYDra
15419,RRc
11628,EA
5031,SR
25353,RRc
1277,BYDra
614,EW
5535,RSCVN
19440,DSCT
682,EW
1976,EW
353,EW
1563,EA
2798,SR
44723,RRc
2364,EW
3310,EA
26246,DSCT
228,EW
116789,Mira
115152,Mira
5128,BYDra
17961,RR
6269,EA
85887,Mira
5942,SR
2297,EW
8019,SR
39647,RRc
23221,RRc
174087,CEP
11633,EA
222,EW
29545,RR
10827,SR
22344,DSCT
156453,Mira
405001,CEP
170253,CEP
3149,RRc
7484,RR
1005,EW
15533,DSCT
934,BYDra
3050,BYDra
14706,DSCT
162396,CEP
7117,DSCT
294088,CEP
4977,SR
3350,Mira
499,BYDra
9270,SR
10820,EA
33521,RR
8376,RR
2886,BYDra
102057,RRc
3765,RSCVN
10299,EA
22206,RR
18367,DSCT
15881,RR
573076,CEP
1285,EW
7201,RR
38895,RRc
26780,RR
2155,EA
93783,RRc
2440,EW
4351,RSCVN
167020,Mira
106260,RRc
35233,DSCT
22256,DSCT
17853,RR
16922,Mira
17352,Mira
6546,SR
91704,RRc
393014,CEP
1283,RR
91791,RRc
2118,DSCT
4399,RSCVN
18051,RR
1359,EW
339,BYDra
24449,RR
474,RSCVN
7509,EA
5246,RSCVN
8606,SR
102644,Mira
12604,EA
6488,DSCT
1569,DSCT
5798,RSCVN
306,BYDra
5897,SR
585,EW
555664,CEP
10134,SR
411665,CEP
12178,EA
4933,RSCVN
2978,SR
4255,SR
1327,EW
10241,EA
35873,DSCT
615607,CEP
2495,EA
3297,RSCVN
74755,RRc
288174,CEP
1600,SR
6797,SR
1522,EW
2277,RSCVN
54276,RRc
5591,EA
5334,SR
695,BYDra
102615,RRc
25849,RR
31722,DSCT
9575,SR
37115,Mira
3237,BYDra
4506,RSCVN
24194,RR
2907,BYDra
3809,BYDra
7419,EA
21332,RR
11307,RRc
17459,RRc
1833,EW
4040,RSCVN
2363,EW
23670,RR
46919,CEP
6548,SR
12393,RR
59010,RRc
3285,RSCVN
3317,RSCVN
32435,DSCT
59789,RRc
27790,RR
1643,EA
111334,Mira
165,BYDra
1483,SR
1152,RSCVN
503615,CEP
1124,EA
3258,RSCVN
3121,RSCVN
5229,SR
5655,RSCVN
3416,BYDra
3429,EA
7105,SR
678,EW
22332,RR
18376,RR
537912,CEP
31803,Mira
30328,DSCT
513,EW
568147,CEP
10324,SR
2593,BYDra
14,RSCVN
2737,RSCVN
11985,RR
4265,RSCVN
76707,RRc
5032,RSCVN
2358,RSCVN
3509,BYDra
168788,CEP
289,EW
34744,Mira
901,EW
17054,CEP
1681,EW
32310,RRc
5403,RSCVN
1306,SR
16628,RR
4603,BYDra
1873,EW
20870,CEP
400,DSCT
31360,DSCT
130496,CEP
15577,RRc
29761,DSCT
3097,BYDra
3083,BYDra
515,EA
2373,BYDra
49820,RRc
169037,Mira
31923,RR
1978,EW
98366,Mira
5455,RSCVN
54482,Mira
1259,EW
21742,DSCT
9485,EA
1012,RSCVN
83132,RRc
5272,BYDra
3334,BYDra
9786,EA
1562,EW
29722,RRc
10407,SR
3972,RSCVN
3419,Mira
5224,SR
770,EW
6581,EA
5987,RSCVN
21000,RR
22507,RR
28274,RR
60298,RRc
10128,EA
5324,BYDra
4538,RR
123338,Mira
16801,DSCT
591,BYDra
73762,RRc
5160,SR
432841,CEP
550,EA
3753,EA
2881,DSCT
637,EW
69622,RRc
72478,CEP
397412,CEP
48701,RRc
1015,EW
4238,RSCVN
59048,RRc
4154,EA
9523,Mira
1399,EW
282,BYDra
7502,SR
765,EW
114923,CEP
5968,RR
1675,RSCVN
2544,SR
11996,EA
123450,Mira
16107,DSCT
78188,Mira
3174,RSCVN
58667,RRc
9722,SR
1558,EW
40295,CEP
545827,CEP
1073,BYDra
169396,Mira
567836,CEP
44,BYDra
12528,EA
2181,EW
1258,EA
53305,RRc
33189,RR
590,EA
20756,RR
27314,DSCT
160230,Mira
565466,CEP
1679,EW
3587,RSCVN
376476,CEP
1734,EA
73766,CEP
1587,RSCVN
584287,CEP
170299,CEP
33069,DSCT
8222,SR
2710,EA
8741,EA
3333,RSCVN
408584,CEP
54243,Mira
4947,DSCT
1293,RSCVN
32102,RRc
21015,RRc
174407,Mira
31769,RRc
440,EA
7090,SR
330,EW
2780,SR
5940,RSCVN
88316,RRc
16970,RR
3854,BYDra
8829,EA
29157,DSCT
5643,SR
81151,CEP
5457,RR
10322,EA
66148,RRc
73374,CEP
466855,CEP
24917,RRc
361901,CEP
93425,CEP
29999,RRc
1660,EA
91275,RRc
8283,SR
607409,CEP
7501,SR
12326,EA
403506,CEP
19420,DSCT
2497,SR
10681,SR
844,RSCVN
6085,EA
1001,SR
12155,EA
168,BYDra
16643,RR
327490,CEP
299830,CEP
2019,RSCVN
4061,RR
23145,Mira
43392,Mira
7902,SR
9080,EA
2601,RSCVN
595,EA
4301,BYDra
56287,Mira
23311,RR
77036,RRc
80824,RRc
11922,DSCT
464,EW
6064,SR
2636,BYDra
34139,RR
4612,EA
3612,SR
606343,CEP
549,EA
6289,RR
210,DSCT
1177,RSCVN
286,EW
582397,CEP
448027,CEP
4665,DSCT
1325,BYDra
2089,EW
65186,Mira
250,EW
537254,CEP
36567,DSCT
7883,SR
48094,Mira
75231,Mira
13061,DSCT
27383,RRc
5518,RSCVN
7729,RR
21744,DSCT
11380,RR
1929,BYDra
203,EW
19385,RR
177828,CEP
571,SR
22516,RR
3980,EA
31179,DSCT
5243,RSCVN
34046,DSCT
8506,SR
8012,DSCT
4270,SR
664,RRc
613,RSCVN
34120,DSCT
22057,RRc
5364,RSCVN
6344,RSCVN
59811,Mira
1919,EW
625727,CEP
1839,RSCVN
4992,EA
41113,RRc
561296,CEP
773,EA
2522,RSCVN
11890,EA
36288,DSCT
23585,RR
2631,DSCT
51,EW
445633,CEP
1487,BYDra
11379,EA
168720,Mira
565,EA
2492,EW
2242,SR
533115,CEP
7054,SR
30692,DSCT
5498,EA
5742,DSCT
4441,RRc
564738,CEP
99700,Mira
4254,BYDra
2281,BYDra
5999,RR
8168,SR
7115,SR
14566,Mira
8195,SR
554522,CEP
106125,CEP
14600,DSCT
50632,RRc
730,RSCVN
109647,CEP
8395,SR
46166,Mira
1884,RSCVN
44972,CEP
6254,RSCVN
563868,CEP
58839,Mira
2084,EW
2402,EW
4629,RSCVN
393151,CEP
29728,DSCT
21660,RR
151711,Mira
9328,SR
152698,Mira
7154,EA
101931,Mira
6475,SR
1158,EW
1167,EW
7231,EA
155280,Mira
4124,SR
194,EA
597,SR
2370,SR
373283,CEP
18737,DSCT
56203,Mira
29139,Mira
5332,SR
125287,Mira
19690,RR
8035,SR
5520,EA
314762,CEP
45,EW
4794,SR
14184,DSCT
13875,RR
2932,RSCVN
45356,CEP
7639,SR
861,BYDra
1072,EW
8958,DSCT
29653,Mira
65493,CEP
73697,RRc
17330,RRc
36,RR
2895,BYDra
202,BYDra
475584,CEP
68349,RRc
195,SR
665,BYDra
207,RSCVN
7480,EA
28677,RR
3962,BYDra
7922,EA
950,SR
57,SR
113200,Mira
88798,Mira
29677,DSCT
4511,BYDra
578185,CEP
27593,DSCT
4315,SR
5079,RSCVN
234,EW
12775,RRc
6931,SR
3967,SR
78624,Mira
3243,RSCVN
45392,Mira
3301,BYDra
90829,Mira
1572,EW
16234,DSCT
1180,RSCVN
282532,CEP
2619,SR
36365,DSCT
99,SR
498977,CEP
486,DSCT
33678,DSCT
1255,RSCVN
8,BYDra
4681,SR
10572,EA
63526,RRc
87169,RRc
25120,RR
1908,BYDra
235,RSCVN
1991,BYDra
13730,RR
1126,EW
36876,RRc
1482,BYDra
12552,EA
24833,RR
30721,RR
886,EA
8442,EA
149685,Mira
1842,EW
16705,Mira
19772,RR
3864,BYDra
6100,RSCVN
1066,EW
1455,SR
850,EW
872,EW
23444,DSCT
2291,DSCT
169670,CEP
25457,DSCT
33316,DSCT
384,RR
8558,RR
8008,SR
17388,Mira
4280,RR
384310,CEP
25509,DSCT
293,EW
63036,RRc
6183,SR
173242,Mira
4978,EA
2371,RSCVN
423,EW
1676,EW
4433,RSCVN
50603,Mira
1341,EW
470404,CEP
32361,RR
22513,RR
4823,RSCVN
137,EW
10470,SR
11997,EA
23981,DSCT
284487,CEP
61266,Mira
792,EW
46438,RRc
11495,DSCT
1537,BYDra
72240,Mira
49938,RRc
5006,EA
10576,DSCT
146376,Mira
623,EW
8839,SR
1322,BYDra
12840,EA
158474,Mira
6539,SR
1307,BYDra
2166,EW
768,EW
19280,DSCT
4470,RR
143954,Mira
463,EW
162799,CEP
653,EA
7891,SR
18389,DSCT
7968,SR
2406,EW
33522,RRc
6958,EA
327,EW
10556,SR
6000,EA
68396,Mira
3395,RRc
80856,RRc
22,EW
247,SR
8609,EA
15714,RRc
5757,DSCT
746,EW
983,RSCVN
2911,RR
9627,SR
2887,EA
1168,EA
255181,CEP
4002,BYDra
441,RR
3165,BYDra
363,RSCVN
6145,RSCVN
21488,RRc
32448,RRc
459953,CEP
2621,EA
957,RR
875,EW
12479,RR
830,EW
82764,CEP
1636,EW
2351,EW
18342,RRc
2004,EW
3383,BYDra
506917,CEP
3452,RSCVN
7696,SR
1720,RR
93615,Mira
588379,CEP
975,RSCVN
10720,EA
394,EW
3914,RSCVN
21564,DSCT
65145,RRc
403634,CEP
3045,RR
20448,RRc
2653,RR
51107,RRc
8662,SR
8622,DSCT
76455,RRc
6403,EA
18577,RR
4027,RSCVN
27476,RR
63029,RRc
142081,Mira
6406,RRc
3001,BYDra
6222,SR
5982,SR
30333,Mira
9647,SR
11106,EA
166,EW
12972,DSCT
1665,RR
3725,BYDra
10386,SR
7757,EA
523129,CEP
345,EW
2013,EW
38398,RRc
29643,DSCT
631448,CEP
24455,RR
6415,DSCT
3427,DSCT
39849,Mira
544255,CEP
1172,DSCT
5517,DSCT
601,EW
566734,CEP
999,EW
41,BYDra
5714,RSCVN
131105,Mira
2548,BYDra
2675,RR
1071,BYDra
4568,SR
34116,DSCT
81892,RRc
2846,DSCT
4640,RSCVN
41813,RRc
1163,EW
4851,BYDra
26161,RRc
927,EW
22496,DSCT
848,RSCVN
131043,Mira
24577,RR
371805,CEP
10634,EA
507,EW
23480,DSCT
5709,SR
549744,CEP
9506,SR
3361,RSCVN
126782,CEP
539,RSCVN
23979,RRc
5392,RSCVN
3912,SR
16052,DSCT
16172,RR
255466,CEP
318,SR
10582,RR
4903,BYDra
3049,EA
9528,EA
216,EW
1460,EW
6337,RSCVN
556103,CEP
32470,RRc
4650,RSCVN
3441,EA
2347,BYDra
27194,Mira
171817,CEP
2404,BYDra
9115,DSCT
10881,EA
7690,EA
36115,RRc
1802,EW
1907,EW
54134,RRc
311938,CEP
32373,RR
85689,RRc
25378,Mira
3581,EA
9475,SR
8042,EA
2422,EW
88,EW
82761,Mira
118,BYDra
19685,RRc
555354,CEP
4710,BYDra
145044,CEP
2697,BYDra
24225,RR
1883,RSCVN
75541,Mira
1975,EW
87406,RRc
6150,EA
2131,EW
68002,RRc
158270,CEP
23339,RRc
22960,DSCT
68332,RRc
23,RSCVN
8290,SR
1132,SR
993,EW
1682,RSCVN
17471,DSCT
6941,EA
15082,RRc
317,EW
68122,RRc
19845,RR
1644,RR
67124,RRc
8993,EA
2295,EW
1229,SR
31,EW
3241,BYDra
47580,RRc
7767,SR
206,EW
4389,BYDra
18141,RR
2800,RSCVN
1372,RSCVN
2686,BYDra
529,RSCVN
2082,BYDra
6680,EA
81506,CEP
1521,Mira
4551,RSCVN
31833,RR
369446,CEP
80392,RRc
30384,DSCT
2179,EW
3791,BYDra
8242,SR
791,BYDra
4617,BYDra
5431,SR
2233,RR
156576,Mira
280,EA
12,SR
5914,RSCVN
24090,DSCT
4513,EA
1990,EW
63192,RRc
71852,RRc
287,BYDra
2313,BYDra
50560,RRc
1863,SR
6455,RR
64947,Mira
5881,EA
5407,RSCVN
2545,EA
6639,EA
1706,EA
8274,DSCT
5171,RSCVN
72530,Mira
719,EW
17,RSCVN
1334,BYDra
295900,CEP
57424,RRc
9020,RR
8090,DSCT
1736,BYDra
4727,EA
104854,Mira
45397,RRc
8720,SR
1413,RSCVN
155167,Mira
29566,DSCT
419,EW
20472,DSCT
32914,RRc
65289,RRc
7123,CEP
28347,DSCT
7360,EA
3026,BYDra
29054,RRc
3330,RSCVN
2491,BYDra
18813,RRc
30677,DSCT
5899,DSCT
101953,Mira
8406,Mira
4043,RSCVN
591205,CEP
2108,EW
2227,EW
1032,RSCVN
1026,EW
22413,RRc
26472,RR
261,SR
6805,EA
1065,RSCVN
9004,EA
5639,RSCVN
231,EW
1365,EA
4067,RR
478,RSCVN
2316,RSCVN
2222,EA
3000,RSCVN
110100,Mira
497566,CEP
2029,SR
8088,SR
10498,SR
14779,RRc
